sample_fp	plate	well	tile	cycle
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c5/P002_SBS_10x_Wells-A2_Points-350__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	350	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c6/P002_SBS_10x_Wells-A2_Points-350__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	350	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c7/P002_SBS_10x_Wells-A2_Points-350__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	350	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c8/P002_SBS_10x_Wells-A2_Points-350__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	350	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c9/P002_SBS_10x_Wells-A2_Points-350__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	350	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c10/P002_SBS_10x_Wells-A2_Points-350__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	350	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c11/P002_SBS_10x_Wells-A2_Points-350__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	350	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c1/P002_SBS_10x_Wells-A2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	351	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c2/P002_SBS_10x_Wells-A2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	351	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c3/P002_SBS_10x_Wells-A2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	351	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c4/P002_SBS_10x_Wells-A2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	351	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c5/P002_SBS_10x_Wells-A2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	351	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c6/P002_SBS_10x_Wells-A2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	351	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c7/P002_SBS_10x_Wells-A2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	351	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c8/P002_SBS_10x_Wells-A2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	351	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c9/P002_SBS_10x_Wells-A2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	351	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c10/P002_SBS_10x_Wells-A2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	351	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c11/P002_SBS_10x_Wells-A2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	351	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c1/P002_SBS_10x_Wells-A2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	352	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c2/P002_SBS_10x_Wells-A2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	352	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c3/P002_SBS_10x_Wells-A2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	352	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c4/P002_SBS_10x_Wells-A2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	352	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c5/P002_SBS_10x_Wells-A2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	352	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c6/P002_SBS_10x_Wells-A2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	352	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c7/P002_SBS_10x_Wells-A2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	352	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c8/P002_SBS_10x_Wells-A2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	352	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c9/P002_SBS_10x_Wells-A2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	352	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c10/P002_SBS_10x_Wells-A2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	352	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c11/P002_SBS_10x_Wells-A2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	352	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c1/P002_SBS_10x_Wells-A2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	353	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c2/P002_SBS_10x_Wells-A2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	353	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c3/P002_SBS_10x_Wells-A2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	353	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c4/P002_SBS_10x_Wells-A2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	353	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c5/P002_SBS_10x_Wells-A2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	353	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c6/P002_SBS_10x_Wells-A2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	353	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c7/P002_SBS_10x_Wells-A2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	353	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c8/P002_SBS_10x_Wells-A2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	353	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c9/P002_SBS_10x_Wells-A2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	353	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c10/P002_SBS_10x_Wells-A2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	353	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c11/P002_SBS_10x_Wells-A2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	353	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c1/P002_SBS_10x_Wells-A2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	354	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c2/P002_SBS_10x_Wells-A2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	354	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c3/P002_SBS_10x_Wells-A2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	354	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c4/P002_SBS_10x_Wells-A2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	354	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c5/P002_SBS_10x_Wells-A2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	354	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c6/P002_SBS_10x_Wells-A2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	354	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c7/P002_SBS_10x_Wells-A2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	354	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c8/P002_SBS_10x_Wells-A2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	354	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c9/P002_SBS_10x_Wells-A2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	354	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c10/P002_SBS_10x_Wells-A2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	354	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c11/P002_SBS_10x_Wells-A2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	354	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c1/P002_SBS_10x_Wells-A2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	355	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c2/P002_SBS_10x_Wells-A2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	355	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c3/P002_SBS_10x_Wells-A2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	355	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c4/P002_SBS_10x_Wells-A2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	355	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c5/P002_SBS_10x_Wells-A2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	355	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c6/P002_SBS_10x_Wells-A2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	355	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c7/P002_SBS_10x_Wells-A2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	355	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c8/P002_SBS_10x_Wells-A2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	355	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c9/P002_SBS_10x_Wells-A2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	355	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c10/P002_SBS_10x_Wells-A2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	355	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c11/P002_SBS_10x_Wells-A2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	355	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c1/P002_SBS_10x_Wells-A2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	356	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c2/P002_SBS_10x_Wells-A2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	356	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c3/P002_SBS_10x_Wells-A2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	356	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c4/P002_SBS_10x_Wells-A2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	356	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c5/P002_SBS_10x_Wells-A2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	356	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c6/P002_SBS_10x_Wells-A2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	356	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c7/P002_SBS_10x_Wells-A2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	356	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c8/P002_SBS_10x_Wells-A2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	356	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c9/P002_SBS_10x_Wells-A2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	356	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c10/P002_SBS_10x_Wells-A2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	356	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c11/P002_SBS_10x_Wells-A2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	356	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c1/P002_SBS_10x_Wells-A2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	357	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c2/P002_SBS_10x_Wells-A2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	357	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c3/P002_SBS_10x_Wells-A2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	357	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c4/P002_SBS_10x_Wells-A2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	357	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c5/P002_SBS_10x_Wells-A2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	357	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c6/P002_SBS_10x_Wells-A2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	357	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c7/P002_SBS_10x_Wells-A2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	357	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c8/P002_SBS_10x_Wells-A2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	357	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c9/P002_SBS_10x_Wells-A2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	357	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c10/P002_SBS_10x_Wells-A2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	357	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c11/P002_SBS_10x_Wells-A2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	357	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c1/P002_SBS_10x_Wells-A2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	358	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c2/P002_SBS_10x_Wells-A2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	358	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c3/P002_SBS_10x_Wells-A2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	358	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c4/P002_SBS_10x_Wells-A2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	358	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c5/P002_SBS_10x_Wells-A2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	358	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c6/P002_SBS_10x_Wells-A2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	358	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c7/P002_SBS_10x_Wells-A2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	358	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c8/P002_SBS_10x_Wells-A2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	358	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c9/P002_SBS_10x_Wells-A2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	358	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c10/P002_SBS_10x_Wells-A2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	358	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c11/P002_SBS_10x_Wells-A2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	358	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c1/P002_SBS_10x_Wells-A2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	359	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c2/P002_SBS_10x_Wells-A2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	359	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c3/P002_SBS_10x_Wells-A2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	359	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c4/P002_SBS_10x_Wells-A2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	359	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c5/P002_SBS_10x_Wells-A2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	359	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c6/P002_SBS_10x_Wells-A2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	359	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c7/P002_SBS_10x_Wells-A2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	359	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c8/P002_SBS_10x_Wells-A2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	359	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c9/P002_SBS_10x_Wells-A2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	359	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c10/P002_SBS_10x_Wells-A2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	359	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c11/P002_SBS_10x_Wells-A2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	359	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c1/P002_SBS_10x_Wells-A2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	360	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c2/P002_SBS_10x_Wells-A2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	360	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c3/P002_SBS_10x_Wells-A2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	360	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c4/P002_SBS_10x_Wells-A2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	360	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c5/P002_SBS_10x_Wells-A2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	360	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c6/P002_SBS_10x_Wells-A2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	360	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c7/P002_SBS_10x_Wells-A2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	360	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c8/P002_SBS_10x_Wells-A2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	360	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c9/P002_SBS_10x_Wells-A2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	360	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c10/P002_SBS_10x_Wells-A2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	360	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c11/P002_SBS_10x_Wells-A2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	360	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c1/P002_SBS_10x_Wells-A2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	361	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c2/P002_SBS_10x_Wells-A2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	361	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c3/P002_SBS_10x_Wells-A2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	361	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c4/P002_SBS_10x_Wells-A2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	361	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c5/P002_SBS_10x_Wells-A2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	361	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c6/P002_SBS_10x_Wells-A2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	361	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c7/P002_SBS_10x_Wells-A2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	361	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c8/P002_SBS_10x_Wells-A2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	361	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c9/P002_SBS_10x_Wells-A2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	361	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c10/P002_SBS_10x_Wells-A2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	361	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c11/P002_SBS_10x_Wells-A2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	361	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_2/c1/P002_SBS_10x_Wells-A2_Points-362__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	2	A2	362	1
