sample_fp	plate	well	tile
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-983__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	983
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-984__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	984
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-985__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	985
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-986__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	986
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-987__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	987
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-988__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	988
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-989__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	989
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-990__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	990
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-991__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	991
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-992__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	992
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-993__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	993
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-994__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	994
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-995__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	995
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-996__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	996
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-997__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	997
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-998__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	998
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-999__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	999
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1000__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1000
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1001__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1001
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1002__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1002
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1003__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1003
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1004__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1004
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1005__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1005
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1006__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1006
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1007__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1007
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1008__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1008
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1009__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1009
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1010__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1010
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1011__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1011
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1012__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1012
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1013__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1013
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1014__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1014
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1015__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1015
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1016__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1016
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1017__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1017
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1018__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1018
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1019__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1019
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1020__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1020
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1021__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1021
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1022__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1022
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1023__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1023
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1024__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1024
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1025__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1025
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1026__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1026
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1027__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1027
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1028__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1028
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1029__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1029
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1030__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1030
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1031__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1031
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1032__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1032
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1033__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1033
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1034__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1034
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1035__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1035
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1036__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1036
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1037__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1037
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1038__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1038
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1039__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1039
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1040__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1040
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1041__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1041
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1042__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1042
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1043__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1043
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1044__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1044
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1045__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1045
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1046__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1046
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1047__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1047
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1048__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1048
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1049__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1049
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1050__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1050
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1051__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1051
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1052__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1052
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1053__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1053
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1054__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1054
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1055__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1055
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1056__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1056
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1057__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1057
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1058__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1058
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1059__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1059
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1060__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1060
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1061__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1061
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1062__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1062
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1063__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1063
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1064__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1064
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1065__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1065
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1066__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1066
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1067__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1067
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1068__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1068
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1069__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1069
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1070__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1070
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1071__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1071
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1072__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1072
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1073__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1073
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1074__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1074
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1075__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1075
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1076__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1076
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1077__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1077
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1078__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1078
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1079__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1079
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1080__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1080
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1081__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1081
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1082__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1082
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1083__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1083
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1084__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1084
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1085__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1085
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1086__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1086
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1087__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1087
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1088__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1088
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1089__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1089
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1090__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1090
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1091__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1091
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1092__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1092
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1093__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1093
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1094__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1094
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1095__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1095
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1096__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1096
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1097__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1097
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1098__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1098
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1099__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1099
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1100__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1100
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1101__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1101
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1102__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1102
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1103__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1103
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1104__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1104
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1105__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1105
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1106__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1106
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1107__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1107
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1108__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1108
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1109__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1109
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1110__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1110
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1111__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1111
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1112__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1112
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1113__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1113
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1114__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1114
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1115__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1115
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1116__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1116
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1117__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1117
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1118__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1118
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1119__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1119
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1120__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1120
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1121__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1121
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_2/20240418_132017_429/P002_Pheno_20x_Wells-A2_Points-1122__Channel_AF750,Cy3,GFP,DAPI.nd2	2	A2	1122
